"","都道府県名","所在地","標高","水源種別","利用目的","井戸深度","採水標高","気温","水温","湧出量","水質(外観臭味)","pH","toukei","hokui"
"579","長野県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,37.5,NA,NA,7.4,138.158333333333,36.2972222222222
"580","長野県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,36,NA,NA,9.3,138.108333333333,36.3666666666667
"581","長野県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,43,NA,NA,9.1,138.116666666667,36.3444444444444
"582","長野県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,67,NA,NA,6.4,138.430555555556,36.6694444444444
"583","長野県","姫川温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,42,NA,NA,6.3,137.9,36.85
"584","長野県","姫川温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,25,NA,NA,6.1,137.883333333333,36.8555555555556
"585","長野県","姫川温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,47,NA,NA,7.3,137.980555555556,36.8611111111111
"586","長野県","姫川温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,49.5,NA,NA,7.6,137.980555555556,36.8611111111111
"587","長野県","姫川温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,88.5,NA,NA,7.5,137.980555555556,36.8611111111111
"588","長野県","姫川温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,18,NA,NA,7.1,137.908333333333,36.7916666666667
"589","長野県","姫川温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,33,NA,NA,6.7,137.955555555556,36.8083333333333
"590","長野県","山の内温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,54,NA,NA,7.2,138.422777777778,36.7263888888889
"591","長野県","山の内温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,73.5,NA,NA,7.2,138.422777777778,36.7263888888889
"592","長野県","山の内温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,59,NA,NA,7,138.422777777778,36.7263888888889
"593","長野県","山の内温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,66,NA,NA,7.4,138.422777777778,36.7263888888889
"594","長野県","山の内温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,46.5,NA,NA,7,138.422777777778,36.7263888888889
"595","長野県","山の内温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,53.5,NA,NA,7.3,138.422777777778,36.7263888888889
"596","長野県","山の内温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,59,NA,NA,7.1,138.422777777778,36.7263888888889
"597","長野県","山の内温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,58,NA,NA,7,138.415833333333,36.7319444444444
"598","長野県","山の内温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,52,NA,NA,7.2,138.434166666667,36.7211111111111
"599","長野県","山の内温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,51,NA,NA,7,138.434166666667,36.7211111111111
"600","長野県","山の内温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,56,NA,NA,7.6,138.429444444444,36.7369444444444
"601","長野県","山の内温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,69,NA,NA,7.2,138.440833333333,36.7319444444444
"602","長野県","山の内温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,58.5,NA,NA,7,138.440833333333,36.7319444444444
"603","長野県","山の内温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,67,NA,NA,7,138.440833333333,36.7319444444444
"604","長野県","山の内温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,54,NA,NA,7.2,138.440833333333,36.7319444444444
"605","長野県","山の内温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,23,NA,NA,4.4,138.468055555556,36.7297222222222
"606","長野県","山の内温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,73.5,NA,NA,7.2,138.468055555556,36.7297222222222
"607","長野県","山の内温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,97,NA,NA,7.6,138.468055555556,36.7297222222222
"608","長野県","山の内温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,29.5,NA,NA,6.6,138.495555555556,36.6791666666667
"609","長野県","山の内温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,49,NA,NA,6.4,138.495555555556,36.6791666666667
"610","長野県",NA,NA,"湧泉","温泉・鉱泉",NA,NA,NA,42,NA,NA,6.8,138.480555555556,36.6583333333333
"611","長野県",NA,NA,"湧泉","温泉・鉱泉",NA,NA,NA,51,NA,NA,6.4,138.480555555556,36.6583333333333
"612","長野県",NA,NA,"湧泉","温泉・鉱泉",NA,NA,NA,73,NA,NA,7,138.480555555556,36.6583333333333
"613","長野県",NA,NA,"湧泉","温泉・鉱泉",NA,NA,NA,80,NA,NA,6.9,138.480555555556,36.6583333333333
"614","長野県",NA,NA,"湧泉","温泉・鉱泉",NA,NA,NA,63,NA,NA,6.6,138.469444444444,36.6555555555556
"615","長野県",NA,NA,"湧泉","温泉・鉱泉",NA,NA,NA,72,NA,NA,7.8,138.469444444444,36.6555555555556
"616","長野県",NA,NA,"湧泉","温泉・鉱泉",NA,NA,NA,66,NA,NA,7,138.469444444444,36.6555555555556
"617","長野県",NA,NA,"湧泉","温泉・鉱泉",NA,NA,NA,41,NA,NA,3,138.469444444444,36.6555555555556
"618","長野県",NA,NA,"湧泉","温泉・鉱泉",NA,NA,NA,43,NA,NA,3.3,138.469444444444,36.6555555555556
"619","長野県",NA,NA,"湧泉","温泉・鉱泉",NA,NA,NA,41,NA,NA,3.2,138.469444444444,36.6555555555556
"620","長野県",NA,NA,"湧泉","温泉・鉱泉",NA,NA,NA,67,NA,NA,6.4,138.430555555556,36.6694444444444
"621","長野県",NA,NA,"湧泉","温泉・鉱泉",NA,NA,NA,59,NA,NA,6.5,138.430555555556,36.6694444444444
"622","長野県",NA,NA,"湧泉","温泉・鉱泉",NA,NA,NA,45,NA,NA,6.5,138.430555555556,36.6694444444444
"623","長野県",NA,NA,"湧泉","温泉・鉱泉",NA,NA,NA,49,NA,NA,6.6,138.430555555556,36.6694444444444
"624","長野県","内村温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,57.6,NA,NA,8.1,138.175,36.2916666666667
"625","長野県","内村温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,47.7,NA,NA,7.9,138.141666666667,36.2972222222222
"626","長野県","内村温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,37.2,NA,NA,8,138.141666666667,36.2972222222222
"627","長野県","内村温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,35.4,NA,NA,7.6,138.158333333333,36.2972222222222
"628","長野県","青木温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,35.6,NA,NA,9.1,138.108333333333,36.3666666666667
"629","長野県","青木温泉群",NA,"井戸","温泉・鉱泉",NA,NA,NA,47.3,NA,NA,9.2,138.108333333333,36.3666666666667
"630","長野県","青木温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,40.7,NA,NA,9.3,138.116666666667,36.3444444444444
"631","長野県","別所温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,45.3,NA,NA,8.7,138.158333333333,36.3444444444444
"632","長野県","別所温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,48.8,NA,NA,8.7,138.158333333333,36.3444444444444
"633","長野県","別所温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,36.9,NA,NA,8.8,138.158333333333,36.3444444444444
"634","長野県","上山田温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,41.1,NA,NA,8.7,138.144444444444,36.4805555555556
"635","長野県","上山田温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,42,NA,NA,8.7,138.144444444444,36.4805555555556
"636","長野県","上山田温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,37.9,NA,NA,8.9,138.144444444444,36.4805555555556
"637","長野県","上山田温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,33.4,NA,NA,8.7,138.144444444444,36.4805555555556
"638","長野県","上山田温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,50.4,NA,NA,8.5,138.144444444444,36.4805555555556
"639","長野県","上山田温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,45.9,NA,NA,8.7,138.144444444444,36.4805555555556
"640","長野県","上山田温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,44.8,NA,NA,9.1,138.144444444444,36.4805555555556
"641","長野県","上山田温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,96,NA,NA,8.8,138.144444444444,36.4805555555556
"642","長野県","山の内温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,98.5,NA,NA,8.4,138.429444444444,36.7369444444444
"643","長野県","山の内温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,49.8,NA,NA,8.4,138.440833333333,36.7319444444444
"644","長野県","山の内温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,76,NA,NA,7.6,138.440833333333,36.7319444444444
"645","長野県","山の内温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,65,NA,NA,7.6,138.468055555556,36.7297222222222
"646","長野県","山の内温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,93.5,NA,NA,6.4,138.440833333333,36.7319444444444
"647","長野県","山の内温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,96.3,NA,NA,8.2,138.422777777778,36.7263888888889
"648","長野県","山の内温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,86,NA,NA,8.4,138.422777777778,36.7263888888889
"649","長野県","山の内温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,71,NA,NA,8.2,138.434166666667,36.7211111111111
"650","長野県","山の内温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,94,NA,NA,8.2,138.415833333333,36.7319444444444
"651","長野県","山の内温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,67,NA,NA,8.3,138.415833333333,36.7319444444444
"652","長野県","山の内温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,63,NA,NA,7.6,138.422777777778,36.7263888888889
"653","長野県","七味温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,64.5,NA,NA,6.2,138.480555555556,36.6583333333333
"654","長野県","七味温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,64.4,NA,NA,6.2,138.480555555556,36.6583333333333
"655","長野県","七味温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,42,NA,NA,6.2,138.480555555556,36.6583333333333
"656","長野県","七味温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,49,NA,NA,2.8,138.480555555556,36.6583333333333
"657","長野県","七味温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,60.3,NA,NA,2.8,138.480555555556,36.6583333333333
"658","長野県","五色温泉群",NA,"湧泉","温泉・鉱泉",NA,NA,NA,36,NA,NA,7.2,138.469444444444,36.6555555555556
"659","長野県","小諸市",NA,"井戸","温泉・鉱泉",NA,NA,NA,28.3,NA,NA,6.6,138.455555555556,36.4055555555556
"660","長野県","小諸市",NA,"井戸","温泉・鉱泉",NA,NA,NA,14.5,NA,NA,6.7,138.455555555556,36.4055555555556
"661","長野県","小諸市",NA,"井戸","温泉・鉱泉",NA,NA,NA,14.5,NA,NA,6.8,138.452777777778,36.3611111111111
"662","長野県","小諸市",NA,"井戸","温泉・鉱泉",NA,NA,NA,14,NA,NA,6.9,138.452777777778,36.3611111111111
"663","長野県","小諸市",NA,"井戸","温泉・鉱泉",NA,NA,NA,19,NA,NA,5.8,138.369444444444,36.45
"664","長野県","小諸市",NA,"井戸","温泉・鉱泉",NA,NA,NA,19,NA,NA,7.1,138.363888888889,36.4
"665","長野県","小諸市",NA,"井戸","温泉・鉱泉",NA,NA,NA,18,NA,NA,7.2,138.363888888889,36.4
"666","長野県","軽井沢町",NA,"井戸","温泉・鉱泉",NA,NA,NA,19,NA,NA,7.4,138.580555555556,36.3444444444444
"667","長野県","軽井沢町",NA,"井戸","温泉・鉱泉",NA,NA,NA,33,NA,NA,7.4,138.594444444444,36.3638888888889
"668","長野県","軽井沢町",NA,"井戸","温泉・鉱泉",NA,NA,NA,24.5,NA,NA,7.2,138.594444444444,36.3638888888889
"669","長野県","軽井沢町",NA,"井戸","温泉・鉱泉",NA,NA,NA,28,NA,NA,7.1,138.594444444444,36.3638888888889
"670","長野県","軽井沢町",NA,"井戸","温泉・鉱泉",NA,NA,NA,29.5,NA,NA,7.4,138.594444444444,36.3638888888889
"671","長野県","軽井沢町",NA,"井戸","温泉・鉱泉",NA,NA,NA,32.5,NA,NA,8.2,138.633333333333,36.3722222222222
"672","長野県","軽井沢町",NA,"井戸","温泉・鉱泉",NA,NA,NA,20,NA,NA,7.5,138.616666666667,36.3888888888889
"673","長野県","軽井沢町",NA,"井戸","温泉・鉱泉",NA,NA,NA,23.9,NA,NA,6.4,138.577777777778,36.3833333333333
"674","長野県","木曽郡木曾福島町",NA,"湧泉","温泉・鉱泉",NA,NA,NA,14.7,NA,NA,6,137.744444444444,35.8361111111111
"675","長野県","姫川流域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,32.8,NA,NA,7.2,137.908333333333,36.7916666666667
"676","長野県","姫川流域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,13,NA,NA,6.7,137.955555555556,36.8083333333333
"677","長野県","姫川流域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,45.2,NA,NA,7.1,137.922222222222,36.8166666666667
"678","長野県","姫川流域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,47.6,NA,NA,7,137.980555555556,36.8611111111111
"679","長野県","姫川流域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,84,NA,NA,7.4,137.980555555556,36.8611111111111
"680","長野県","姫川流域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,60.6,NA,NA,8.2,137.980555555556,36.8611111111111
"681","長野県","姫川流域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,43.7,NA,NA,7.2,137.980555555556,36.8611111111111
"682","長野県","姫川流域",NA,"井戸","温泉・鉱泉",NA,NA,NA,20,NA,NA,8.2,137.980555555556,36.8611111111111
"683","長野県","姫川流域",NA,"湧泉","温泉・鉱泉",NA,NA,25.9,17.8,NA,NA,7.9,137.9,36.85
"684","長野県","大滝",NA,"不明","温泉・鉱泉",NA,NA,NA,42.4,NA,NA,8.8,138.158333333333,36.3444444444444
"685","長野県","大師の湯",NA,"不明","温泉・鉱泉",NA,NA,NA,37.4,NA,NA,8.9,138.158333333333,36.3444444444444
"686","長野県","石湯",NA,"不明","温泉・鉱泉",NA,NA,NA,38,NA,NA,8.8,138.158333333333,36.3444444444444
"687","長野県","３号泉",NA,"不明","温泉・鉱泉",NA,NA,NA,52,NA,NA,8.9,138.158333333333,36.3444444444444
"688","長野県","３号泉",NA,"湧泉","温泉・鉱泉",NA,NA,NA,45,NA,NA,8.95,138.158333333333,36.3444444444444
"689","長野県","共同浴場",NA,"不明","温泉・鉱泉",NA,NA,NA,35.5,NA,NA,9.15,138.116666666667,36.3444444444444
"690","長野県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,14.1,NA,NA,5.7,138.141666666667,36.7166666666667
"691","長野県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,53.4,NA,NA,7.2,138.463888888889,36.7305555555556
"692","長野県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,88,NA,NA,8.4,138.463888888889,36.7305555555556
"693","長野県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,72.2,NA,NA,7.5,138.438888888889,36.7333333333333
"694","長野県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,93.2,NA,NA,8.4,138.438888888889,36.7333333333333
"695","長野県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,63,NA,NA,8.3,138.430555555556,36.7222222222222
"696","長野県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,67,NA,NA,8.3,138.430555555556,36.7222222222222
"697","長野県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,51,NA,NA,7.6,138.430555555556,36.6694444444444
"698","長野県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,56,NA,NA,7.1,138.430555555556,36.6694444444444
"699","長野県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,56,NA,NA,7.4,138.430555555556,36.6694444444444
"700","長野県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,48.4,NA,NA,6.8,138.469444444444,36.6555555555556
"701","長野県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,50.5,NA,NA,7,138.469444444444,36.6555555555556
"702","長野県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,43.8,NA,NA,4,138.480555555556,36.6583333333333
"703","長野県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,57,NA,NA,7.4,138.480555555556,36.6583333333333
"704","長野県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,31.5,NA,NA,6.6,138.577777777778,36.3833333333333
"705","長野県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,32.1,NA,NA,7.2,137.908333333333,36.7916666666667
"706","長野県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,32.8,NA,NA,6.7,137.955555555556,36.8083333333333
"707","長野県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,45.2,NA,NA,7,137.980555555556,36.8611111111111
"708","長野県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,47.6,NA,NA,7.4,137.980555555556,36.8611111111111
"709","長野県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,60.6,NA,NA,7.2,137.980555555556,36.8611111111111
"710","長野県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,45.5,NA,NA,8.2,137.980555555556,36.8611111111111
"711","長野県","Ｙａｍａｋａｇｅ－ｋａｎ",NA,"不明","温泉・鉱泉",NA,NA,NA,16,NA,NA,6.6,138.055277777778,35.5797222222222
"712","長野県","Ｓｈｉｏｙｕ－ｓｏ",NA,"不明","温泉・鉱泉",NA,NA,NA,14,NA,NA,6.6,138.055277777778,35.5797222222222
"713","長野県","Ｇｕｎｙｏ－ｋａｎ",NA,"不明","温泉・鉱泉",NA,NA,NA,13,NA,NA,5.6,138.088888888889,36.1777777777778
"714","長野県","Ｍｅｉｓｈｉｎ－ｋａｎ",NA,"不明","温泉・鉱泉",NA,NA,NA,28,NA,NA,5.6,138.088888888889,36.1777777777778
"715","長野県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,42,NA,NA,7.6,138.594444444444,36.3638888888889
"716","長野県",NA,NA,"不明","温泉・鉱泉",NA,NA,NA,32,NA,NA,7.6,138.594444444444,36.3638888888889
"717","長野県","Ｙｏｄａ－ｙａ",NA,"不明","温泉・鉱泉",NA,NA,NA,89,NA,NA,5.8,138.430555555556,36.7222222222222
"718","長野県","Ｙｕｍｏｔｏ－ｒｙｏｋａｎ",NA,"不明","温泉・鉱泉",NA,NA,NA,91,NA,NA,5.8,138.438888888889,36.7333333333333
"719","長野県",NA,NA,"井戸","温泉・鉱泉","240.0",NA,NA,38.8,NA,NA,8.6,138.175,36.2916666666667
"720","長野県",NA,NA,"井戸","温泉・鉱泉","200.0",NA,NA,46.6,NA,NA,7.4,138.141666666667,36.2972222222222
"721","長野県","新湯",NA,"井戸","温泉・鉱泉",NA,NA,21.3,48.1,NA,NA,7.3,138.097222222222,36.075
"722","長野県","初音",NA,"井戸","温泉・鉱泉",NA,NA,27,42.8,NA,NA,7.2,138.097222222222,36.075
"723","長野県","横内",NA,"井戸","温泉・鉱泉",NA,NA,26,22,NA,NA,6.8,138.097222222222,36.075
"724","長野県","八幡坂",NA,"井戸","温泉・鉱泉",NA,NA,30,64.5,NA,NA,6.6,138.097222222222,36.075
"725","長野県","旦過の湯",NA,"井戸","温泉・鉱泉",NA,NA,20.8,32.6,NA,NA,7.7,138.097222222222,36.075
"726","長野県","児湯",NA,"井戸","温泉・鉱泉",NA,NA,18.5,37,NA,NA,7.8,138.097222222222,36.075
"727","長野県","綿の湯",NA,"井戸","温泉・鉱泉",NA,NA,28.5,55,NA,NA,7.2,138.097222222222,36.075
"728","長野県","桜の城",NA,"井戸","温泉・鉱泉",NA,NA,28,55,NA,NA,7.8,138.097222222222,36.075
"729","長野県","城山",NA,"井戸","温泉・鉱泉",NA,NA,28,63,NA,NA,8.2,138.097222222222,36.075
"730","長野県","円久保",NA,"井戸","温泉・鉱泉",NA,NA,26.5,53,NA,NA,8.2,138.097222222222,36.075
"731","長野県","武居",NA,"井戸","温泉・鉱泉",NA,NA,24.5,44,NA,NA,8,138.097222222222,36.075
"732","長野県","若宮",NA,"井戸","温泉・鉱泉",NA,NA,30,45.2,NA,NA,8,138.097222222222,36.075
"733","長野県","北浜",NA,"井戸","温泉・鉱泉","400.0",NA,NA,93.5,NA,NA,8.4,138.113888888889,36.0472222222222
"734","長野県","あやめ園",NA,"井戸","温泉・鉱泉","500.0",NA,NA,67,"4032.0",NA,8.5,138.113888888889,36.0472222222222
"735","長野県","湯の脇",NA,"井戸","温泉・鉱泉","400.0",NA,NA,86,NA,NA,8.2,138.113888888889,36.0472222222222
"736","長野県","湖柳",NA,"井戸","温泉・鉱泉","400.0",NA,NA,84,NA,NA,8.2,138.113888888889,36.0472222222222
"737","長野県","南部",NA,"井戸","温泉・鉱泉","400.0",NA,NA,77.5,NA,NA,8.5,138.113888888889,36.0472222222222
"738","長野県","小和田",NA,"井戸","温泉・鉱泉","400.0",NA,NA,77,NA,NA,8.4,138.113888888889,36.0472222222222
"739","長野県","湯小路",NA,"井戸","温泉・鉱泉","350.0",NA,NA,38.2,NA,NA,8.6,138.113888888889,36.0472222222222
"740","長野県","親湯",NA,"湧泉","温泉・鉱泉",NA,NA,NA,28.8,NA,NA,4,138.267777777778,36.0616666666667
"741","長野県","滝ノ湯",NA,"湧泉","温泉・鉱泉",NA,NA,NA,22.4,NA,NA,4.4,138.267777777778,36.0616666666667
"742","長野県","小三室",NA,"湧泉","温泉・鉱泉",NA,NA,NA,47.3,NA,NA,5.4,138.267777777778,36.0616666666667
"743","長野県","小三室",NA,"湧泉","温泉・鉱泉",NA,NA,NA,87,NA,NA,3.4,138.267777777778,36.0616666666667
"744","長野県","三室1号",NA,"湧泉","温泉・鉱泉",NA,NA,NA,90.5,NA,NA,2.8,138.267777777778,36.0616666666667
"745","長野県","三室6号",NA,"湧泉","温泉・鉱泉",NA,NA,NA,27.5,NA,NA,2.8,138.267777777778,36.0616666666667
"746","長野県","渋ノ湯ホテル",NA,"湧泉","温泉・鉱泉",NA,NA,23.4,31.3,NA,NA,2.7,138.330277777778,36.0361111111111
"747","長野県","渋ノ御殿の湯1",NA,"湧泉","温泉・鉱泉",NA,NA,22.7,26.1,NA,NA,2.8,138.330277777778,36.0361111111111
"748","長野県","渋ノ御殿の湯2",NA,"湧泉","温泉・鉱泉",NA,NA,22.7,19.5,NA,NA,2.8,138.330277777778,36.0361111111111
"749","長野県","渋川温泉",NA,"湧泉","温泉・鉱泉",NA,NA,23.4,24.2,NA,NA,3.8,138.330277777778,36.0361111111111
"750","長野県","明治温泉",NA,"湧泉","温泉・鉱泉",NA,NA,22.5,18.2,NA,NA,3.8,138.303611111111,36.0333333333333
"751","長野県","横谷温泉",NA,"湧泉","温泉・鉱泉",NA,NA,25.1,20.8,NA,NA,5.2,138.278888888889,36.0305555555556
"752","長野県","御岳地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,28.5,NA,NA,6.1,137.48,35.8222222222222
"753","長野県","御岳地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,28.5,NA,NA,4.8,137.524444444444,35.8888888888889
"754","長野県","御岳地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,25.5,NA,NA,4.8,137.524444444444,35.8888888888889
"755","長野県","御岳地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,18,NA,NA,5.8,137.564166666667,35.9222222222222
"756","長野県","御岳地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,22.5,NA,NA,5.8,137.586944444444,35.9002777777778
"757","長野県","御岳地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,44,NA,NA,5.8,137.544722222222,35.8369444444444
"758","長野県","乗鞍地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,90,NA,NA,8.2,137.609444444444,36.2058333333333
"759","長野県","乗鞍地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,47,NA,NA,8.4,137.609444444444,36.2058333333333
"760","長野県","乗鞍地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,47,NA,NA,7.4,137.629444444444,36.1563888888889
"761","長野県","乗鞍地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,37,NA,NA,7.4,137.629444444444,36.1563888888889
"762","長野県","槍地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,93,NA,NA,8.6,137.747777777778,36.3961111111111
"763","長野県","槍地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,55.5,NA,NA,8.4,137.747777777778,36.3961111111111
"764","長野県","槍地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,78.3,NA,NA,8,137.747777777778,36.3961111111111
"765","長野県","槍地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,86.5,NA,NA,7.4,137.747777777778,36.4891666666667
"766","長野県","槍地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,84,NA,NA,6.6,137.680833333333,36.3925
"767","長野県","槍地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,80,NA,NA,6.8,137.680833333333,36.3925
"768","長野県","槍地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,38.5,NA,NA,6.4,137.680833333333,36.3925
"769","長野県","白馬地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,42,NA,NA,6.6,137.898611111111,36.8472222222222
"770","長野県","白馬地域",NA,"湧泉","温泉・鉱泉",NA,NA,NA,100,NA,NA,5.8,137.898611111111,36.8472222222222
"771","長野県","長谷村",NA,"湧泉","温泉・鉱泉",NA,NA,20.8,9.2,NA,NA,7,138.133333333333,35.6555555555556
"772","長野県","長谷村",NA,"湧泉","温泉・鉱泉",NA,NA,21.4,16.8,NA,NA,8,138.133333333333,35.6472222222222
"773","長野県","長谷村",NA,"湧泉","温泉・鉱泉",NA,NA,20.4,16.7,NA,NA,8,138.130555555556,35.6583333333333
"774","長野県","長谷村",NA,"湧泉","温泉・鉱泉",NA,NA,18.6,8.7,NA,NA,7.7,138.127777777778,35.6305555555556
"775","長野県","長谷村",NA,"湧泉","温泉・鉱泉",NA,NA,19.4,12.2,NA,NA,7.4,138.122222222222,35.6611111111111
"776","長野県","大鹿村",NA,"湧泉","温泉・鉱泉",NA,NA,21.9,13.6,NA,NA,8,138.083333333333,35.7555555555556
"777","長野県","大鹿村",NA,"湧泉","温泉・鉱泉",NA,NA,22.6,13.7,NA,NA,7.6,138.094444444444,35.7666666666667
"778","長野県","大鹿村",NA,"湧泉","温泉・鉱泉",NA,NA,27.6,10.5,NA,NA,7.3,138.055277777778,35.5797222222222
"779","長野県","大鹿村",NA,"湧泉","温泉・鉱泉",NA,NA,26.6,11.1,NA,NA,7,138.055277777778,35.5797222222222
"780","長野県","大鹿村",NA,"湧泉","温泉・鉱泉",NA,NA,22.8,11,NA,NA,7.2,138.055277777778,35.5797222222222
"781","長野県","大鹿村",NA,"湧泉","温泉・鉱泉",NA,NA,22.6,9.9,NA,NA,7.2,138.055277777778,35.5797222222222
"782","長野県","大鹿村",NA,"湧泉","温泉・鉱泉",NA,NA,28.2,13.6,NA,NA,7.6,138.055277777778,35.5797222222222
